,시도,소방서,119안전센터,주소,전화번호,위도,경도
445,경기,시흥소방서,연성119안전센터,경기 시흥시 장현동 548-5,031-310-0530,37.3800041,126.7992337
446,경기,군포소방서,오금119안전센터,경기도 군포시 고산로 429,031-479-8500,37.3525693,126.92708574548524
447,경기,군포소방서,산본119안전센터,경기도 군포시 산본로432번길 1,031-479-8510,37.3689921,126.9280683
448,경기,화성소방서,향남119안전센터,경기도 화성시 향남읍 향남로 399 ,031-8012-6500,37.1200209,126.9185309
449,경기,화성소방서,정남119안전센터,경기도 화성시 정남면 정남동로 514,031-8012-6520,37.1653337,127.0018323
450,경기,화성소방서,반송119안전센터,경기도 화성시 동탄반석로 188,031-8012-6530,37.194821,127.0748002
451,경기,화성소방서,목동119안전센터,경기도 화성시 동탄신리천로 359,031-8012-6460,37.1823464,127.123975
452,경기,화성소방서,태안119안전센터,경기도 화성시 병점중앙로 148,031-8012-6580,37.2009807,127.0446256
453,경기,화성소방서,남양119안전센터,경기도 화성시 남양읍 남양시장로 48,031-8012-6550,37.2107806,126.8204275
454,경기,화성소방서,봉담119안전센터,경기도 화성시 봉담읍 동화새터길 135,031-8012-6560,37.2180561,126.959136
455,경기,화성소방서,장안119안전센터,경기도 화성시 장안면 3.1만세로 119,031-8012-6570,37.10241,126.85377
456,경기,이천소방서,관고119안전센터,경기도 이천시 경충대로 2739,031-645-5500,37.2820305,127.4315863
457,경기,이천소방서,대월119안전센터,경기도 이천시 경충대로 1973,031-645-5510,37.2224487,127.5252536
458,경기,이천소방서,장호원119안전센터,경기 이천시 장호원읍 서동대로8829번길 71,031-645-5520,37.1173234,127.6161719
459,경기,이천소방서,마장119안전센터,오천리 453,031-645-5530,35.98649,129.35476
460,경기,김포소방서,중앙119안전센터,경기도 김포시 감암로 111,031-980-4500,37.6371499,126.7103637
461,경기,김포소방서,양촌119안전센터,경기도 김포시 양곡로 85,031-980-4510,37.6657371,126.6727817
462,경기,김포소방서,마산119안전센터,경기도 김포시 김포한강8로 196,031-980-4570,37.6338127,126.6367637
463,경기,김포소방서,대곶119안전센터,경기도 김포시 대곶면 수남로 104,031-980-4560,37.6313662,126.583611
464,경기,김포소방서,통진119안전센터,경기도 김포시 통진읍 김포대로 2250,031-980-4520,37.6971318,126.5831537
465,경기,김포소방서,고촌119안전센터,경기도 김포시 고촌읍 은행영사정로 31,031-980-4530,37.6041468,126.7837576
466,경기,김포소방서,하성119안전센터,경기도 김포시 하성면 하성로 404,031-980-4540,37.7075404,126.6367572
467,경기,광주소방서,초월119안전센터,경기도 광주시 초월읍 무들로 112,031-799-2500,37.3873089,127.2958445
468,경기,광주소방서,송정119안전센터,경기도 광주시 수하길 36,031-799-2510,37.4149985,127.2634809
469,경기,광주소방서,오포119안전센터,경기 광주시 오포로 910-5,031-799-2520,37.34459,127.18097
470,경기,광주소방서,곤지암119안전센터,경기도 광주시 곤지암읍 도척로 163,031-799-2530,37.3468719,127.3359766
471,경기,광주소방서,능평119안전센터,경기 광주시 대명대길 30,031-799-2540,37.356894,127.1671479
472,경기,안성소방서,도기119안전센터,경기도 안성시 미양로 855,031-678-4500,37.0011461,127.2654263
473,경기,안성소방서,미양119안전센터,경기도 안성시 미양면 제2공단3길 8,031-678-4510,36.9779622,127.2596042
474,경기,안성소방서,죽산119안전센터,경기도 안성시 죽산면 장원공단길 38,031-678-4520,37.0683134,127.4264445
475,경기,안성소방서,공도119안전센터,경기도 안성시 공도읍 공도로 111,031-678-4530,36.999732449999996,127.17845730009178
476,경기,안성소방서,원곡119안전센터,칠곡리 928-3,031-678-4540,35.7087,128.7061
477,경기,하남소방서,신장119안전센터,경기도 하남시 대청로 76,031-799-4500,37.5399659,127.2218597
478,경기,하남소방서,감북119안전센터,초이동 623-8,031-799-4510,37.5342457,127.1698835
479,경기,하남소방서,덕풍119안전센터,덕풍동 738,031-799-4530,39.8279222,127.5572095
480,경기,의왕소방서,고천119안전센터,경기도 의왕시 오봉로 9 ,031-596-0500,37.34418945,126.97485635464201
481,경기,의왕소방서,백운119안전센터,경기도 의왕시 안양판교로 187,031-596-0530,37.3943131,127.0235109
482,경기,의왕소방서,부곡119안전센터,경기도 의왕시 오봉로 289,031-596-0520,37.32774594999999,126.95208819883666
484,경기,오산소방서,원동119안전센터,경기도 오산시 경기대로 99,031-8059-7520,37.13349565,127.07063374964758
485,경기,오산소방서,청학119안전센터,경기도 오산시 청학로 55-6,031-8059-7510,37.1547108,127.0639537
486,경기,여주소방서,월송119안전센터,경기도 여주시 우암로 110,031-887-8500,37.2869254,127.6197646
487,경기,여주소방서,가남119안전센터,경기도 여주시 가남읍 일신로 32,031-887-8510,37.2173656,127.5446115
488,경기,여주소방서,북내119안전센터,경기도 여주시 북내면 도예로 440,031-887-8520,37.3248873,127.6774377
489,경기,양평소방서,공흥119안전센터,경기도 양평군 양평읍 경강로 2047 ,031-770-0500,37.4993193,127.5125167
490,경기,양평소방서,강상119안전센터,경기도 양평군 강상면 송학길 54 ,031-770-0520,37.480290350000004,127.47812350554779
491,경기,양평소방서,용문119안전센터,경기도 양평군 용문면 연수로 64,031-770-0530,37.5030333,127.572016
492,경기,양평소방서,양서119안전센터,경기도 양평군 양서면 양수리 1161-4,031-770-0546,37.5447914,127.3192244
493,경기,과천소방서,중앙119안전센터,경기도 과천시 통영로 12,02-3314-500,37.4285661,126.989956
494,경기,과천소방서,과천119안전센터,주암동 685-49,02-3314-510,37.4515867,127.0226999
